date,product_id,category_id,store_id,historical_sales,price,promotion_flag,holiday_flag,economic_index,target_demand
23-01-2025,1003,3,7,21,34.95,1,0,92.84,35
25-01-2025,1002,4,7,25,48.49,0,0,99.78,27
25-01-2025,1021,1,10,28,16.86,1,1,97.72,35
27-01-2025,1027,4,7,23,25.47,0,0,95.14,28
29-01-2025,1005,3,2,21,34.92,0,0,100.02,25
29-01-2025,1044,2,1,26,46.46,0,1,99.33,26
30-01-2025,1009,5,1,19,18.18,0,0,105.93,20
30-01-2025,1006,3,3,25,38.65,0,0,108.1,21
04-02-2025,1026,5,7,26,22.93,0,0,116.16,25
05-02-2025,1025,4,10,13,14.56,0,0,106.79,14
06-02-2025,1035,2,10,23,37.86,0,0,78.85,22
06-02-2025,1026,2,6,23,7.09,1,0,97.26,36
06-02-2025,1002,5,6,21,44,0,0,97.02,26
07-02-2025,1011,2,4,20,40.29,1,1,108.29,34
08-02-2025,1022,5,1,28,18.04,1,0,100.34,32
08-02-2025,1020,1,1,17,42.4,1,1,109.48,27
08-02-2025,1024,3,2,22,27.2,0,0,100.14,24
09-02-2025,1007,5,2,17,20.06,0,0,103.53,13
09-02-2025,1032,4,10,19,41.43,0,0,106.48,17
10-02-2025,1020,1,8,23,12.86,1,0,80.46,28
10-02-2025,1048,2,7,25,20.46,0,0,79.12,24
10-02-2025,1037,5,10,22,27.68,0,0,96.9,24
11-02-2025,1011,5,9,12,38.8,0,0,91.88,10
12-02-2025,1036,2,10,18,48.94,0,0,105.89,19
13-02-2025,1027,4,2,16,13.77,0,0,101.57,18
14-02-2025,1022,1,5,8,7.38,0,0,87.25,11
15-02-2025,1006,4,1,14,33.04,0,0,109.4,21
15-02-2025,1039,5,3,15,12.55,0,0,114.95,19
15-02-2025,1009,4,2,13,19.71,0,0,104.36,13
17-02-2025,1028,3,7,21,15.61,0,0,78.88,17
19-02-2025,1017,5,3,15,26.62,0,0,99.56,16
21-02-2025,1034,3,7,20,19.33,0,0,93.96,18
22-02-2025,1032,1,3,28,34.2,0,0,87.26,26
24-02-2025,1049,3,10,24,18.89,0,1,81.38,29
24-02-2025,1027,2,6,21,19.47,0,0,88.3,19
25-02-2025,1047,1,9,15,40.1,0,1,108.44,12
25-02-2025,1011,3,5,18,41.02,0,0,82.37,24
28-02-2025,1027,5,9,21,36.71,0,0,101.56,20
28-02-2025,1029,2,6,25,9.62,0,0,108.81,19
01-03-2025,1009,2,9,16,6.27,0,0,91.19,13
02-03-2025,1003,1,10,15,39.04,0,0,118.04,14
05-03-2025,1011,1,9,20,28.47,0,0,94.14,14
06-03-2025,1047,1,10,21,29.32,0,0,99.13,22
07-03-2025,1044,4,9,28,43.27,0,0,91.81,32
11-03-2025,1036,1,3,24,26.8,0,0,90.3,29
12-03-2025,1048,3,4,23,28.16,1,0,102.58,35
13-03-2025,1014,3,6,19,49.5,0,0,78.69,13
13-03-2025,1028,1,8,17,13.43,0,0,103.09,12
15-03-2025,1000,1,10,22,35.07,0,0,109.49,21
15-03-2025,1003,3,4,28,40.53,0,0,91.65,26
16-03-2025,1023,2,7,15,12.99,0,1,91.25,15
17-03-2025,1044,4,8,19,49.99,0,0,92.43,15
23-03-2025,1036,5,8,29,46.01,0,0,100.42,27
23-03-2025,1030,1,1,23,9.82,0,1,92.86,25
23-03-2025,1046,1,10,20,27.27,1,0,91.36,28
24-03-2025,1028,2,5,26,28.5,0,0,104.17,33
25-03-2025,1017,5,5,24,43.52,1,0,96.78,35
28-03-2025,1027,3,3,18,32.24,0,0,105.07,23
28-03-2025,1002,1,4,23,6.63,0,0,124,24
30-03-2025,1036,5,8,18,14.58,0,0,78.47,17
30-03-2025,1010,2,3,21,19.35,1,0,92.96,30
30-03-2025,1049,1,1,18,35.38,1,0,105.36,18
31-03-2025,1046,4,8,16,45.08,0,0,100.57,16
01-04-2025,1021,1,8,22,25.97,1,0,106.85,32
02-04-2025,1044,1,3,18,5.47,1,0,106.71,21
05-04-2025,1005,4,8,13,34.01,0,0,101.19,9
06-04-2025,1047,4,10,26,17.23,0,0,100.17,24
11-04-2025,1027,4,3,14,41.47,1,0,99.68,18
11-04-2025,1013,5,2,19,24.99,0,1,108.3,24
13-04-2025,1037,3,9,23,13.27,0,1,114.8,24
15-04-2025,1037,2,4,17,9.55,0,0,105.46,16
17-04-2025,1047,1,7,19,18.73,0,0,95.29,17
20-04-2025,1027,1,1,34,22.37,1,0,101.13,41
20-04-2025,1016,5,9,22,45.02,1,0,99.64,25
20-04-2025,1023,4,1,21,41.38,0,1,104.15,22
21-04-2025,1027,1,4,30,45.57,0,0,105.38,32
22-04-2025,1030,3,5,23,48.33,0,0,113.62,28
23-04-2025,1038,4,2,27,10.39,1,0,90.45,38
28-04-2025,1041,5,7,17,41.58,0,1,127.9,18
29-04-2025,1042,1,10,18,41.66,0,0,94.46,16
01-05-2025,1001,3,9,27,25.84,0,0,98.59,22
01-05-2025,1009,1,5,17,31.31,0,0,105.95,20
02-05-2025,1012,3,8,21,20.27,1,0,85.11,34
03-05-2025,1024,4,3,24,45.03,1,0,113.97,35
03-05-2025,1037,2,1,20,41.85,0,0,89.26,22
10-05-2025,1022,4,1,19,41.73,0,0,89.41,22
12-05-2025,1002,5,2,19,27.57,0,0,115.51,22
13-05-2025,1018,4,1,18,23.86,0,1,99.48,13
14-05-2025,1037,4,9,20,44.28,1,0,107.72,23
14-05-2025,1027,1,6,20,14.5,0,0,106.62,24
15-05-2025,1007,5,3,17,22.25,0,0,118.99,22
15-05-2025,1000,2,1,23,34.41,1,0,94.59,35
17-05-2025,1026,2,4,13,16.59,1,0,90.17,22
17-05-2025,1034,4,6,21,49.05,0,0,90.37,15
19-05-2025,1024,5,4,18,47.66,0,1,96.77,15
20-05-2025,1003,3,5,14,7.56,0,0,90.68,13
21-05-2025,1001,2,6,23,44.7,0,0,104.46,19
21-05-2025,1048,4,6,20,24.96,0,0,97.97,27
22-05-2025,1005,2,6,29,46.84,0,0,101.41,31
23-05-2025,1032,2,2,23,5.92,0,0,107.53,17
24-05-2025,1004,4,9,18,7.69,0,1,95.88,18
25-05-2025,1044,1,5,19,8.44,0,0,96.1,21
26-05-2025,1043,3,6,18,22.4,1,0,106.8,19
26-05-2025,1022,1,2,13,39.27,1,0,101.96,27
26-05-2025,1023,5,1,20,26.4,0,0,104.62,23
28-05-2025,1043,2,9,18,30.78,1,0,88.48,35
28-05-2025,1029,4,4,18,9.18,1,1,120.75,25
28-05-2025,1040,1,8,22,19.12,0,0,105.75,19
28-05-2025,1007,5,10,23,36.66,1,0,90.17,25
28-05-2025,1042,5,6,17,43.37,0,0,83.17,14
30-05-2025,1039,3,1,20,47.51,1,0,117.92,30
31-05-2025,1016,2,9,20,28.64,0,0,109.96,22
01-06-2025,1025,3,1,22,17.07,1,0,72.63,35
02-06-2025,1024,3,8,20,33.07,1,0,102.97,27
03-06-2025,1048,4,5,18,34.14,0,0,106.09,19
04-06-2025,1033,2,4,16,26.37,1,0,101.08,27
04-06-2025,1039,4,9,23,43.93,1,0,102.44,38
05-06-2025,1043,5,5,25,36.43,0,0,97.29,19
06-06-2025,1012,2,4,17,17.34,0,0,98.4,11
06-06-2025,1039,3,7,27,15.51,0,1,87.76,28
06-06-2025,1049,4,1,19,47.6,0,0,108.82,12
06-06-2025,1020,1,2,20,21.77,1,0,86.19,27
06-06-2025,1018,3,7,14,41.31,0,0,104.52,17
08-06-2025,1029,5,10,22,32.46,0,0,113.06,22
09-06-2025,1027,3,7,23,42.88,0,0,100.18,22
10-06-2025,1002,5,2,22,47.63,0,0,95.32,21
10-06-2025,1001,4,6,24,30.96,0,1,90.78,20
10-06-2025,1024,4,7,22,45.53,0,0,93.58,20
11-06-2025,1011,4,1,20,35.93,0,0,91.56,20
11-06-2025,1035,2,8,14,6.02,1,0,93.74,18
12-06-2025,1019,2,8,20,5.44,0,0,121.09,17
14-06-2025,1021,5,7,29,9.93,1,1,105.67,38
16-06-2025,1006,1,9,19,35.01,0,0,100.13,18
16-06-2025,1005,5,5,15,28.01,0,0,90.73,18
16-06-2025,1008,3,4,19,34.86,1,0,99.51,34
18-06-2025,1033,2,2,18,24.47,0,1,101.96,22
19-06-2025,1014,2,10,17,31.93,0,0,93.46,17
20-06-2025,1022,5,5,27,28.94,0,1,117.85,24
21-06-2025,1009,2,6,23,21.48,0,0,102.54,25
22-06-2025,1015,4,4,22,45.38,1,0,105.56,40
23-06-2025,1025,5,5,19,43.12,0,0,89.12,12
23-06-2025,1023,5,7,23,34.33,0,1,97.97,22
25-06-2025,1019,1,7,19,5.82,0,0,114.94,16
27-06-2025,1041,5,6,13,29.4,1,0,96.35,22
27-06-2025,1029,4,7,20,38.1,1,0,104.16,26
28-06-2025,1022,5,2,21,25.67,1,0,87.69,35
29-06-2025,1006,5,6,25,15.79,0,1,107.29,25
29-06-2025,1001,2,2,19,41.88,0,0,102.68,21
30-06-2025,1022,2,5,19,7.78,1,0,104.45,29
03-07-2025,1037,1,10,18,45.07,0,1,91.13,18
03-07-2025,1021,4,5,14,19.71,1,0,85.18,26
04-07-2025,1000,4,2,17,42.76,0,0,108.86,15
06-07-2025,1026,1,5,21,44.82,0,0,113.83,10
07-07-2025,1033,3,5,23,14.68,0,0,104.18,27
07-07-2025,1034,2,6,21,27.59,1,0,84.43,28
07-07-2025,1002,3,8,17,17.12,0,1,95.57,16
08-07-2025,1009,4,8,28,40.34,0,1,102.02,26
09-07-2025,1048,3,4,14,25.28,0,0,99.01,10
10-07-2025,1016,3,6,19,21.45,0,0,99.48,14
12-07-2025,1040,3,6,14,26.73,0,0,91.1,14
12-07-2025,1040,5,1,18,41.1,0,1,100.12,27
13-07-2025,1033,5,8,16,30.54,1,0,88.29,18
14-07-2025,1036,5,7,21,27.56,0,0,92.41,17
15-07-2025,1039,5,7,15,29.06,0,0,94.68,16
17-07-2025,1024,5,10,23,21.02,1,0,110.74,20
18-07-2025,1029,5,10,18,48.63,0,0,102.27,22
20-07-2025,1017,3,8,13,25.03,0,0,101.72,10
20-07-2025,1030,5,8,12,28.37,0,1,101.96,19
23-07-2025,1004,3,8,20,45.84,0,1,107.35,18
24-07-2025,1044,4,5,24,16.21,0,0,97.59,29
24-07-2025,1025,2,9,27,18.1,0,0,124.88,25
25-07-2025,1000,2,1,16,42.05,1,0,97.78,30
25-07-2025,1040,1,7,17,41.79,0,0,99.57,20
27-07-2025,1022,5,8,19,32.88,0,0,99.47,24
28-07-2025,1037,1,3,30,40.05,0,0,102.16,33
28-07-2025,1037,2,9,19,30.38,1,0,102.37,37
28-07-2025,1017,5,6,19,47.43,1,0,102.15,31
29-07-2025,1018,2,5,25,19.18,0,0,100.98,22
30-07-2025,1042,1,3,25,45.82,0,1,103.41,16
30-07-2025,1033,1,9,17,19.34,0,0,97.29,23
31-07-2025,1043,5,4,26,49.1,0,0,105.17,22
31-07-2025,1048,4,10,16,26.09,0,0,98.12,16
31-07-2025,1039,5,6,29,14.61,1,0,89.76,38
01-08-2025,1014,2,1,19,15.75,1,0,104.65,26
02-08-2025,1023,5,2,22,8.23,0,0,81.82,17
04-08-2025,1025,4,1,20,49.18,0,0,98.06,20
04-08-2025,1005,4,9,23,9.62,0,1,104.61,19
04-08-2025,1044,2,2,16,10.04,0,0,89.68,14
05-08-2025,1000,2,3,22,19.23,1,1,107.83,32
05-08-2025,1046,4,8,21,24.34,1,1,109.98,27
07-08-2025,1007,1,7,17,42.47,1,1,111.51,39
09-08-2025,1012,5,8,15,43.42,1,0,81.1,24
09-08-2025,1030,2,9,26,21.51,1,1,86.59,39
09-08-2025,1002,4,6,19,33.66,1,0,93.69,26
11-08-2025,1033,4,3,19,35.45,0,0,101.59,23
12-08-2025,1038,1,2,22,19.25,0,1,99.22,17
17-08-2025,1034,1,3,20,48.62,0,1,97.74,20
17-08-2025,1000,3,5,19,5.73,0,0,84.77,13
18-08-2025,1013,2,10,17,21.51,0,1,110.04,13
18-08-2025,1048,5,9,20,34.08,0,0,95.77,17
19-08-2025,1029,5,4,20,30.11,0,0,91.74,22
19-08-2025,1017,4,10,17,43.34,0,0,107.18,13
20-08-2025,1020,5,2,17,23.44,1,1,104.01,29
20-08-2025,1011,5,5,15,35.41,0,0,103.09,12
22-08-2025,1023,2,9,19,24.64,0,0,102.15,20
24-08-2025,1049,3,4,24,19.69,0,0,99.9,21
24-08-2025,1030,3,9,23,8.98,0,0,107.19,22
25-08-2025,1014,3,8,19,18.1,0,0,97.83,15
26-08-2025,1025,2,8,17,41.33,0,0,111.61,14
29-08-2025,1045,5,2,22,41.09,0,0,94.84,16
30-08-2025,1035,1,6,19,27.32,1,1,96.88,25
31-08-2025,1006,5,10,17,44.48,0,0,104.49,13
03-09-2025,1018,4,7,15,43.77,0,0,95.95,16
03-09-2025,1018,5,8,14,22.21,1,0,107.16,29
04-09-2025,1019,1,8,13,28.1,0,0,113.37,11
05-09-2025,1035,1,9,19,9.95,0,0,92.62,18
06-09-2025,1037,5,7,17,9.83,0,0,95.55,21
09-09-2025,1028,2,5,15,6.18,0,0,102.18,12
10-09-2025,1043,1,2,32,17.27,0,0,109.97,28
10-09-2025,1036,2,4,23,33.85,0,0,92.01,20
10-09-2025,1045,2,8,27,8.35,1,0,82.69,31
15-09-2025,1044,1,4,17,25.48,1,1,109.37,29
17-09-2025,1025,4,4,26,31.73,1,0,88.92,37
18-09-2025,1046,1,8,26,9.52,0,0,117.46,24
18-09-2025,1043,1,9,21,35.08,1,1,90.87,29
19-09-2025,1030,2,6,24,14.6,0,0,101.94,26
20-09-2025,1011,3,10,15,43.76,0,0,84.82,12
20-09-2025,1026,3,6,19,30.42,1,0,98.74,20
20-09-2025,1046,2,2,20,23.27,0,0,98.05,21
23-09-2025,1002,5,5,15,20.24,0,1,102.63,14
25-09-2025,1031,1,5,23,28.55,1,1,98.96,22
25-09-2025,1013,3,7,23,19.08,0,0,105.7,21
25-09-2025,1026,4,3,18,40.7,1,0,85.52,32
25-09-2025,1012,5,7,15,42.94,0,0,84.1,18
26-09-2025,1006,4,2,13,11.61,1,0,96.84,21
26-09-2025,1045,5,1,8,14.06,0,0,116.34,13
27-09-2025,1038,4,8,31,42.02,0,0,120.79,30
27-09-2025,1007,1,5,18,8.25,0,0,97.82,18
27-09-2025,1021,3,5,18,17.22,0,0,89.68,15
29-09-2025,1000,1,6,20,38.48,0,1,85.73,20
30-09-2025,1044,4,5,17,18.33,1,0,102.74,27
01-10-2025,1016,2,2,23,48.16,0,0,111.07,19
01-10-2025,1026,3,1,20,13.07,0,0,94.59,21
03-10-2025,1047,4,7,17,31.6,1,0,104.95,32
08-10-2025,1048,4,6,21,47.22,1,0,94.28,28
09-10-2025,1006,1,3,25,19.47,0,0,104.46,23
09-10-2025,1030,2,3,24,10.37,1,0,92.22,35
10-10-2025,1046,5,9,19,37.92,0,0,109.58,24
10-10-2025,1000,5,2,16,45.98,0,0,99.37,12
12-10-2025,1034,3,2,15,6.45,1,1,114.03,23
12-10-2025,1014,3,8,27,43.14,0,0,107.39,21
13-10-2025,1021,5,1,24,28.26,1,1,79.83,38
14-10-2025,1024,1,3,17,34.97,0,0,114.44,14
16-10-2025,1046,5,10,22,18.7,0,0,96.34,24
18-10-2025,1034,4,6,26,25.98,0,1,78.39,24
19-10-2025,1004,1,4,20,24.02,0,0,86.26,17
19-10-2025,1045,1,2,16,49.04,1,0,93.93,23
19-10-2025,1003,4,1,18,5.1,1,0,104.81,25
20-10-2025,1033,3,7,20,18.45,1,0,93.73,29
20-10-2025,1033,5,4,17,27.54,1,0,98.01,29
21-10-2025,1011,4,1,18,11.69,0,0,108.96,17
21-10-2025,1020,5,5,18,30.15,0,0,97.44,13
22-10-2025,1046,2,8,17,39.96,1,0,124.68,32
22-10-2025,1026,4,3,28,27.35,0,0,115.82,14
23-10-2025,1008,2,2,21,31.29,0,0,113.01,28
26-10-2025,1047,2,2,22,19.81,0,1,93.23,20
27-10-2025,1035,3,6,26,24.6,1,1,71.03,36
28-10-2025,1015,5,7,15,35.13,1,0,109.93,28
30-10-2025,1047,5,7,21,20.9,0,0,92.93,14
31-10-2025,1003,2,6,16,30.14,0,0,112.93,22
02-11-2025,1014,2,5,18,16.02,0,0,111.38,17
04-11-2025,1027,2,3,28,20.72,0,0,89.61,27
05-11-2025,1006,2,5,25,22.93,0,0,101.16,26
05-11-2025,1012,1,4,18,14.66,0,0,96.67,20
09-11-2025,1035,4,9,11,49.58,1,0,88.31,26
10-11-2025,1002,1,9,26,36.96,1,0,96.78,29
10-11-2025,1015,2,8,24,41.61,0,1,107.3,19
12-11-2025,1044,3,8,18,37.25,0,0,109.53,15
16-11-2025,1019,2,9,18,25.43,0,0,100.57,20
19-11-2025,1017,4,3,23,35.17,0,0,99.19,25
23-11-2025,1035,3,5,23,5.38,0,0,100.22,22
23-11-2025,1039,4,2,18,6.01,0,0,98.09,15
25-11-2025,1037,4,2,30,30.89,0,0,104.85,19
29-11-2025,1032,3,10,24,11.04,0,0,114.42,31
02-12-2025,1037,3,9,15,15.16,0,0,95.58,17
02-12-2025,1041,4,2,28,27.17,0,0,85.7,22
06-12-2025,1027,3,10,22,29.65,1,0,101.19,26
10-12-2025,1009,5,1,19,25.21,0,0,99.48,16
10-12-2025,1039,4,5,22,12.42,0,1,101.87,18
11-12-2025,1048,4,5,19,48.42,0,0,102.66,17
12-12-2025,1000,1,5,17,43.31,1,0,113.78,22
13-12-2025,1023,2,5,26,21.32,0,0,91.02,32
13-12-2025,1037,4,5,27,33.96,1,0,95.85,36
16-12-2025,1041,3,3,26,14.05,0,0,99.08,25
16-12-2025,1049,1,3,19,48.1,0,0,88.34,16
18-12-2025,1028,2,10,17,28.56,0,0,93.61,18
18-12-2025,1012,1,8,20,30.62,1,0,104.99,27
18-12-2025,1022,5,2,9,27.49,0,0,92.79,8
19-12-2025,1029,2,4,21,17.5,0,0,109.15,22
20-12-2025,1037,4,5,22,16.83,1,0,88.14,28
20-12-2025,1008,4,1,23,46.33,0,0,99.12,30
20-12-2025,1000,1,1,22,23.61,0,0,109.19,18
20-12-2025,1006,2,8,25,11.38,1,1,107.16,45
24-12-2025,1039,3,10,20,36.23,0,0,91.73,17
26-12-2025,1023,2,8,24,13.63,0,0,102.33,17
28-12-2025,1029,4,10,19,45.07,0,0,98.15,20
29-12-2025,1049,1,5,21,9.53,0,0,106.07,22
30-12-2025,1014,1,6,18,31.49,0,0,122.75,18
31-12-2025,1001,4,7,20,31.91,0,0,102.32,20
31-12-2025,1012,2,7,24,9.44,0,1,89.92,24
31-12-2025,1017,3,1,15,22.88,1,0,106.32,24
01-01-2026,1045,1,3,24,18.26,0,0,97.29,28
01-01-2026,1043,4,10,27,23.4,0,0,95.96,24
02-01-2026,1026,3,10,14,10.74,0,0,105.64,18
03-01-2026,1011,1,10,21,36.88,0,0,106.75,20
03-01-2026,1016,4,7,11,45.21,0,1,95.97,2
06-01-2026,1011,5,9,19,42.63,0,0,92.06,20
06-01-2026,1040,5,8,21,49.36,0,0,80.8,22
10-01-2026,1038,5,8,20,41.07,0,0,93.28,18
13-01-2026,1045,2,4,19,7.88,1,1,114.94,29
13-01-2026,1002,3,9,22,13.36,1,0,84.51,28
14-01-2026,1038,3,4,28,19.16,0,0,114.98,36
14-01-2026,1041,1,9,26,41.08,1,1,95.19,25
15-01-2026,1048,1,7,22,18.29,1,0,101.01,32
15-01-2026,1044,3,4,15,27.84,0,0,98.98,13
16-01-2026,1026,4,6,18,7.85,1,0,103.23,30
18-01-2026,1040,4,9,20,29.57,0,0,107.64,14
18-01-2026,1022,4,10,28,11.96,0,0,81.39,20
21-01-2026,1032,2,7,17,48.44,0,0,80.87,19
21-01-2026,1036,1,6,22,18.6,0,1,93.26,30
21-01-2026,1025,2,2,23,15.86,0,0,102.13,30
24-01-2026,1031,1,1,19,37.27,0,0,79.91,20
25-01-2026,1042,1,3,15,46.44,0,0,100.58,14
26-01-2026,1021,4,8,14,27.94,0,0,85.34,20
01-02-2026,1043,3,3,20,18.86,0,0,114.06,18
02-02-2026,1044,1,1,23,16.95,0,1,86.64,26
02-02-2026,1014,4,10,14,37.61,0,1,90,12
03-02-2026,1002,3,2,19,17.85,1,0,120.15,28
04-02-2026,1036,2,2,20,47.93,0,0,92.81,24
04-02-2026,1027,1,7,19,49.76,0,0,117.08,22
06-02-2026,1028,4,8,13,39.71,1,0,86.19,17
06-02-2026,1011,2,4,16,44.06,0,0,108.96,15
09-02-2026,1031,5,10,27,46.71,0,1,124.19,32
09-02-2026,1002,3,3,17,14.08,0,0,109.61,15
09-02-2026,1008,4,1,20,48.74,0,0,93.76,18
12-02-2026,1041,1,8,18,37.11,0,0,92.26,16
13-02-2026,1001,1,8,21,48.4,0,0,104.98,23
13-02-2026,1034,2,10,22,42.11,0,0,109.92,18
14-02-2026,1034,3,8,18,13.81,0,0,99.1,18
17-02-2026,1047,5,5,21,27.25,0,0,91.5,17
19-02-2026,1048,2,6,18,32.69,0,0,96.86,20
25-02-2026,1021,2,7,23,27.48,0,0,103.97,25
26-02-2026,1006,5,4,13,35.05,0,0,113.72,12
26-02-2026,1037,2,4,12,8.98,1,0,90.15,19
26-02-2026,1033,1,3,15,9.44,0,0,88,12
27-02-2026,1011,4,5,25,18.13,1,0,109.96,31
27-02-2026,1042,2,4,28,35.76,0,0,105.1,35
28-02-2026,1005,2,8,18,15.09,0,0,96.01,20
01-03-2026,1025,4,10,17,44.66,0,0,99.46,17
02-03-2026,1025,3,7,17,18.9,0,1,114.17,16
03-03-2026,1017,2,9,20,45.37,0,1,108.13,24
04-03-2026,1038,1,1,20,39.58,0,0,100.1,25
05-03-2026,1010,5,2,15,38.68,0,0,100.64,17
05-03-2026,1014,4,5,25,17.43,0,0,103.71,22
06-03-2026,1025,2,1,21,33.08,0,0,96.89,18
07-03-2026,1039,5,6,21,19.39,0,1,90.81,25
07-03-2026,1030,4,9,8,18.11,0,0,107.62,11
08-03-2026,1010,1,5,15,37.57,0,0,99.68,17
09-03-2026,1041,4,1,23,42.93,0,0,105.27,20
10-03-2026,1048,4,10,26,5.88,0,1,98.59,26
10-03-2026,1016,4,7,26,25.28,0,0,95.95,28
12-03-2026,1013,2,10,17,19.01,1,0,106.95,19
12-03-2026,1044,2,9,20,23.36,0,0,108.5,28
12-03-2026,1005,4,1,22,13.43,0,0,97.11,14
18-03-2026,1045,1,5,19,10.83,0,0,89.19,19
18-03-2026,1047,3,6,21,48.27,1,0,89.65,24
19-03-2026,1042,3,3,13,15.58,0,1,103.21,19
21-03-2026,1006,2,7,19,28.51,0,1,119.99,22
21-03-2026,1025,5,8,25,28.58,0,0,96.49,28
21-03-2026,1008,3,1,20,48.94,0,1,95.27,25
23-03-2026,1002,1,6,18,37.88,1,0,92.91,22
27-03-2026,1017,1,4,19,17.51,0,0,95.41,19
27-03-2026,1016,1,8,23,7.64,0,1,112.33,21
27-03-2026,1021,5,3,27,5.32,0,0,108.49,26
28-03-2026,1010,4,5,23,22.63,0,0,104.23,20
29-03-2026,1034,2,10,19,34.1,1,0,111.8,28
30-03-2026,1023,1,1,28,17.93,1,0,107.58,42
30-03-2026,1047,2,8,22,20.51,0,0,72.71,16
01-04-2026,1039,2,3,20,10.3,0,0,122.24,15
02-04-2026,1007,3,1,24,37.84,1,0,117.46,34
03-04-2026,1011,4,4,25,14.02,1,0,84.43,34
05-04-2026,1039,1,8,25,8.82,1,0,100.09,38
06-04-2026,1038,3,4,18,46.02,1,0,106.27,25
06-04-2026,1047,1,2,18,42.07,0,0,105.62,13
10-04-2026,1047,1,10,15,25.67,0,0,90.66,13
10-04-2026,1039,3,1,17,23.46,0,0,84.19,12
10-04-2026,1048,2,3,22,34.19,0,0,89.84,23
17-04-2026,1010,4,9,19,25.93,0,0,84.11,17
17-04-2026,1010,4,2,22,6.29,0,0,93.82,23
17-04-2026,1010,4,10,21,10.55,0,1,98.3,25
17-04-2026,1041,3,10,22,42.84,0,0,92.5,23
18-04-2026,1028,5,10,20,32.65,1,0,89.9,26
20-04-2026,1031,1,8,21,37.38,0,0,117.18,26
20-04-2026,1006,2,10,17,16.42,0,0,94.77,15
21-04-2026,1027,5,7,19,11.57,0,0,98.32,22
21-04-2026,1018,3,3,22,11.06,1,0,107.26,32
22-04-2026,1045,3,1,24,38.7,0,0,89.32,22
23-04-2026,1031,1,2,17,9.46,0,0,107.76,25
23-04-2026,1012,5,3,18,34.28,1,0,101.08,24
23-04-2026,1017,2,9,20,12.35,0,1,103.61,24
23-04-2026,1003,1,2,20,15.52,0,0,110.16,27
23-04-2026,1030,3,8,23,19.7,0,0,92.13,19
24-04-2026,1015,3,9,19,38.13,0,0,91.76,21
24-04-2026,1039,1,5,22,15.31,0,0,102.5,19
24-04-2026,1032,4,3,24,17.69,0,0,85.55,27
26-04-2026,1028,2,7,18,14.43,1,0,98.4,29
27-04-2026,1013,1,3,22,9.37,0,0,79.23,19
27-04-2026,1002,5,8,21,7.89,0,0,78.61,26
29-04-2026,1044,4,5,15,28.72,1,0,95.44,25
30-04-2026,1018,5,8,22,16.69,0,0,107.6,23
01-05-2026,1034,3,1,22,33.48,0,0,92.06,31
04-05-2026,1007,5,4,17,8.95,0,1,105.6,18
05-05-2026,1005,2,7,24,9.46,0,0,116.59,32
05-05-2026,1011,2,8,16,15.6,1,0,97.83,26
05-05-2026,1007,5,3,20,47.27,0,0,107.67,23
07-05-2026,1038,3,3,12,39.09,1,1,104.63,25
07-05-2026,1013,1,7,17,8.01,0,0,111.33,15
08-05-2026,1013,3,6,22,44.48,1,0,95.17,32
09-05-2026,1032,4,10,19,29.28,0,0,95.98,14
11-05-2026,1014,1,1,23,46.72,0,1,88.81,20
11-05-2026,1013,2,7,20,30.99,1,0,104.28,25
11-05-2026,1045,2,1,13,42.84,0,0,80.64,14
12-05-2026,1001,4,1,24,9.92,1,0,90.43,40
14-05-2026,1025,3,1,22,23.05,1,0,104.01,25
16-05-2026,1021,3,3,22,48.41,1,0,109,37
16-05-2026,1016,5,9,19,13.13,0,0,93.88,19
17-05-2026,1044,1,5,18,16.64,0,0,100.49,18
21-05-2026,1037,1,3,16,5.67,0,0,93.46,16
21-05-2026,1012,1,9,13,26.25,1,0,94.01,23
22-05-2026,1036,4,9,29,41.75,0,0,103.57,29
23-05-2026,1023,4,7,25,43.35,1,0,89.75,40
24-05-2026,1014,3,5,28,9.61,1,0,86.06,30
25-05-2026,1041,3,2,20,15.82,0,0,102.4,16
25-05-2026,1011,5,2,19,39.22,0,0,107.82,17
27-05-2026,1009,4,5,29,26.81,0,0,111.73,16
29-05-2026,1048,5,9,21,16.76,0,0,95.92,19
30-05-2026,1022,2,2,16,45.09,0,0,86.56,14
30-05-2026,1022,4,9,10,33.63,0,0,97.16,9
31-05-2026,1035,2,2,22,40.45,0,1,113.28,25
02-06-2026,1027,5,4,20,16.22,0,0,98.8,26
08-06-2026,1017,1,7,14,9.25,0,0,98.52,14
08-06-2026,1037,4,5,19,22.7,0,0,104.92,21
09-06-2026,1038,4,9,22,27.61,0,0,93.71,16
10-06-2026,1026,4,10,12,48.2,0,0,111.43,11
11-06-2026,1041,3,6,15,42.59,0,0,113.5,15
13-06-2026,1025,3,6,34,45.03,0,0,114.32,40
14-06-2026,1010,1,4,19,33.63,0,1,110.42,20
14-06-2026,1004,3,2,25,47.8,1,0,97.77,34
14-06-2026,1006,5,10,18,34.01,1,0,82.37,26
14-06-2026,1000,5,1,11,39.52,0,0,133.37,11
16-06-2026,1037,5,10,16,36.08,1,0,94.18,23
17-06-2026,1015,1,1,11,45.68,0,0,92.89,11
18-06-2026,1006,2,1,16,44.99,0,0,103.21,18
18-06-2026,1011,5,4,16,22.32,1,0,110.97,18
18-06-2026,1040,2,1,18,41.5,0,0,100.17,15
